STATE FIPS,COUNTY FIPS,STATE/TERRITORY NAME,COUNTY NAME, 2010 POPULATION , 2015 POPULATION , LAND AREA (Sqare Miles) 
19,001,Iowa,Adair County," 7,682 "," 7,228 ", 569.271 
19,003,Iowa,Adams County," 4,029 "," 3,796 ", 423.439 
19,005,Iowa,Allamakee County," 14,330 "," 13,886 ", 639.082 
19,007,Iowa,Appanoose County," 12,887 "," 12,529 ", 497.292 
19,009,Iowa,Audubon County," 6,119 "," 5,773 ", 442.961 
19,011,Iowa,Benton County," 26,076 "," 25,658 ", 716.265 
19,013,Iowa,Black Hawk County," 131,090 "," 133,455 ", 565.769 
19,015,Iowa,Boone County," 26,306 "," 26,643 ", 571.569 
19,017,Iowa,Bremer County," 24,276 "," 24,722 ", 435.477 
19,019,Iowa,Buchanan County," 20,958 "," 21,062 ", 571.020 
19,021,Iowa,Buena Vista County," 20,260 "," 20,493 ", 574.915 
19,023,Iowa,Butler County," 14,867 "," 14,915 ", 580.131 
19,025,Iowa,Calhoun County," 9,670 "," 9,818 ", 569.968 
19,027,Iowa,Carroll County," 20,816 "," 20,498 ", 569.437 
19,029,Iowa,Cass County," 13,956 "," 13,427 ", 564.269 
19,031,Iowa,Cedar County," 18,499 "," 18,340 ", 579.436 
19,033,Iowa,Cerro Gordo County," 44,151 "," 43,017 ", 568.313 
19,035,Iowa,Cherokee County," 12,072 "," 11,574 ", 576.906 
19,037,Iowa,Chickasaw County," 12,439 "," 12,097 ", 504.380 
19,039,Iowa,Clarke County," 9,286 "," 9,259 ", 431.167 
19,041,Iowa,Clay County," 16,667 "," 16,507 ", 567.238 
19,043,Iowa,Clayton County," 18,129 "," 17,644 ", 778.539 
19,045,Iowa,Clinton County," 49,116 "," 47,768 ", 694.915 
19,047,Iowa,Crawford County," 17,096 "," 17,094 ", 714.190 
19,049,Iowa,Dallas County," 66,135 "," 80,133 ", 588.447 
19,051,Iowa,Davis County," 8,753 "," 8,769 ", 502.188 
19,053,Iowa,Decatur County," 8,457 "," 8,220 ", 531.881 
19,055,Iowa,Delaware County," 17,764 "," 17,403 ", 577.756 
19,057,Iowa,Des Moines County," 40,325 "," 40,055 ", 416.123 
19,059,Iowa,Dickinson County," 16,667 "," 17,111 ", 380.606 
19,061,Iowa,Dubuque County," 93,653 "," 97,125 ", 608.305 
19,063,Iowa,Emmet County," 10,302 "," 9,769 ", 395.883 
19,065,Iowa,Fayette County," 20,880 "," 20,257 ", 730.811 
19,067,Iowa,Floyd County," 16,303 "," 15,960 ", 500.632 
19,069,Iowa,Franklin County," 10,680 "," 10,295 ", 581.972 
19,071,Iowa,Fremont County," 7,441 "," 6,906 ", 511.150 
19,073,Iowa,Greene County," 9,336 "," 9,027 ", 569.574 
19,075,Iowa,Grundy County," 12,453 "," 12,435 ", 501.858 
19,077,Iowa,Guthrie County," 10,954 "," 10,676 ", 590.620 
19,079,Iowa,Hamilton County," 15,673 "," 15,190 ", 576.751 
19,081,Iowa,Hancock County," 11,341 "," 10,974 ", 571.005 
19,083,Iowa,Hardin County," 17,534 "," 17,367 ", 569.307 
19,085,Iowa,Harrison County," 14,928 "," 14,265 ", 696.848 
19,087,Iowa,Henry County," 20,145 "," 19,950 ", 434.328 
19,089,Iowa,Howard County," 9,566 "," 9,410 ", 473.248 
19,091,Iowa,Humboldt County," 9,815 "," 9,555 ", 434.352 
19,093,Iowa,Ida County," 7,089 "," 7,028 ", 431.508 
19,095,Iowa,Iowa County," 16,355 "," 16,401 ", 586.457 
19,097,Iowa,Jackson County," 19,848 "," 19,444 ", 636.039 
19,099,Iowa,Jasper County," 36,842 "," 36,827 ", 730.420 
19,101,Iowa,Jefferson County," 16,843 "," 17,555 ", 435.510 
19,103,Iowa,Johnson County," 130,882 "," 144,251 ", 614.040 
19,105,Iowa,Jones County," 20,638 "," 20,466 ", 575.621 
19,107,Iowa,Keokuk County," 10,511 "," 10,163 ", 579.179 
19,109,Iowa,Kossuth County," 15,543 "," 15,165 ", 972.720 
19,111,Iowa,Lee County," 35,862 "," 35,089 ", 517.518 
19,113,Iowa,Linn County," 211,226 "," 219,916 ", 716.880 
19,115,Iowa,Louisa County," 11,387 "," 11,185 ", 401.766 
19,117,Iowa,Lucas County," 8,898 "," 8,682 ", 430.593 
19,119,Iowa,Lyon County," 11,581 "," 11,745 ", 587.650 
19,121,Iowa,Madison County," 15,679 "," 15,753 ", 561.006 
19,123,Iowa,Mahaska County," 22,381 "," 22,324 ", 570.863 
19,125,Iowa,Marion County," 33,309 "," 33,294 ", 554.534 
19,127,Iowa,Marshall County," 40,648 "," 40,746 ", 572.501 
19,129,Iowa,Mills County," 15,059 "," 14,844 ", 437.437 
19,131,Iowa,Mitchell County," 10,776 "," 10,832 ", 469.133 
19,133,Iowa,Monona County," 9,243 "," 8,979 ", 694.072 
19,135,Iowa,Monroe County," 7,970 "," 7,973 ", 433.715 
19,137,Iowa,Montgomery County," 10,740 "," 10,234 ", 424.097 
19,139,Iowa,Muscatine County," 42,745 "," 43,011 ", 437.469 
19,141,Iowa,O'Brien County," 14,398 "," 13,984 ", 573.035 
19,143,Iowa,Osceola County," 6,462 "," 6,154 ", 398.684 
19,145,Iowa,Page County," 15,932 "," 15,527 ", 534.942 
19,147,Iowa,Palo Alto County," 9,421 "," 9,133 ", 563.844 
19,149,Iowa,Plymouth County," 24,986 "," 24,800 ", 862.893 
19,151,Iowa,Pocahontas County," 7,310 "," 7,008 ", 577.241 
19,153,Iowa,Polk County," 430,640 "," 467,711 ", 573.795 
19,155,Iowa,Pottawattamie County," 93,158 "," 93,671 ", 950.280 
19,157,Iowa,Poweshiek County," 18,914 "," 18,550 ", 584.932 
19,159,Iowa,Ringgold County," 5,131 "," 5,068 ", 535.498 
19,161,Iowa,Sac County," 10,350 "," 10,021 ", 575.012 
19,163,Iowa,Scott County," 165,224 "," 172,126 ", 458.089 
19,165,Iowa,Shelby County," 12,167 "," 11,927 ", 590.779 
19,167,Iowa,Sioux County," 33,704 "," 34,937 ", 768.332 
19,169,Iowa,Story County," 89,542 "," 96,021 ", 572.818 
19,171,Iowa,Tama County," 17,767 "," 17,337 ", 721.011 
19,173,Iowa,Taylor County," 6,317 "," 6,205 ", 531.902 
19,175,Iowa,Union County," 12,534 "," 12,469 ", 423.645 
19,177,Iowa,Van Buren County," 7,570 "," 7,344 ", 484.789 
19,179,Iowa,Wapello County," 35,625 "," 35,173 ", 431.833 
19,181,Iowa,Warren County," 46,225 "," 48,626 ", 569.827 
19,183,Iowa,Washington County," 21,704 "," 22,247 ", 568.835 
19,185,Iowa,Wayne County," 6,403 "," 6,385 ", 525.437 
19,187,Iowa,Webster County," 38,013 "," 37,071 ", 715.619 
19,189,Iowa,Winnebago County," 10,866 "," 10,609 ", 400.489 
19,191,Iowa,Winneshiek County," 21,056 "," 20,709 ", 689.868 
19,193,Iowa,Woodbury County," 102,172 "," 102,782 ", 872.834 
19,195,Iowa,Worth County," 7,598 "," 7,569 ", 400.123 
19,197,Iowa,Wright County," 13,229 "," 12,773 ", 580.422 
20,001,Kansas,Allen County," 13,371 "," 12,717 ", 500.303 
20,003,Kansas,Anderson County," 8,102 "," 7,808 ", 579.646 
20,005,Kansas,Atchison County," 16,924 "," 16,398 ", 431.172 
20,007,Kansas,Barber County," 4,861 "," 4,823 "," 1,134.073 "
20,009,Kansas,Barton County," 27,674 "," 27,103 ", 895.400 
20,011,Kansas,Bourbon County," 15,173 "," 14,712 ", 635.471 
20,013,Kansas,Brown County," 9,984 "," 9,776 ", 570.872 
20,015,Kansas,Butler County," 65,880 "," 66,741 "," 1,429.863 "
20,017,Kansas,Chase County," 2,790 "," 2,679 ", 773.060 
20,019,Kansas,Chautauqua County," 3,669 "," 3,402 ", 638.881 
20,021,Kansas,Cherokee County," 21,603 "," 20,533 ", 587.568 
20,023,Kansas,Cheyenne County," 2,726 "," 2,679 "," 1,019.887 "
20,025,Kansas,Clark County," 2,215 "," 2,096 ", 974.632 
20,027,Kansas,Clay County," 8,535 "," 8,347 ", 645.301 
20,029,Kansas,Cloud County," 9,533 "," 9,219 ", 715.342 
20,031,Kansas,Coffey County," 8,601 "," 8,384 ", 626.947 
20,033,Kansas,Comanche County," 1,891 "," 1,843 ", 788.298 
20,035,Kansas,Cowley County," 36,311 "," 35,788 "," 1,125.750 "
20,037,Kansas,Crawford County," 39,134 "," 39,217 ", 589.756 
20,039,Kansas,Decatur County," 2,961 "," 2,932 ", 893.517 
20,041,Kansas,Dickinson County," 19,754 "," 19,303 ", 847.072 
20,043,Kansas,Doniphan County," 7,945 "," 7,797 ", 393.405 
20,045,Kansas,Douglas County," 110,826 "," 118,053 ", 455.871 
20,047,Kansas,Edwards County," 3,037 "," 2,968 ", 621.894 
20,049,Kansas,Elk County," 2,882 "," 2,605 ", 644.265 
20,051,Kansas,Ellis County," 28,452 "," 29,029 ", 899.912 
20,053,Kansas,Ellsworth County," 6,497 "," 6,343 ", 715.847 
20,055,Kansas,Finney County," 36,776 "," 37,118 "," 1,301.967 "
20,057,Kansas,Ford County," 33,848 "," 34,536 "," 1,098.271 "
20,059,Kansas,Franklin County," 25,992 "," 25,609 ", 571.756 
20,061,Kansas,Geary County," 34,362 "," 37,030 ", 384.618 
20,063,Kansas,Gove County," 2,695 "," 2,640 "," 1,071.665 "
20,065,Kansas,Graham County," 2,597 "," 2,591 ", 898.522 
20,067,Kansas,Grant County," 7,829 "," 7,733 ", 574.800 
20,069,Kansas,Gray County," 6,006 "," 6,133 ", 868.867 
20,071,Kansas,Greeley County," 1,247 "," 1,330 ", 778.450 
20,073,Kansas,Greenwood County," 6,689 "," 6,244 "," 1,143.300 "
20,075,Kansas,Hamilton County," 2,690 "," 2,474 ", 996.508 
20,077,Kansas,Harper County," 6,034 "," 5,817 ", 801.269 
20,079,Kansas,Harvey County," 34,684 "," 35,073 ", 539.754 
20,081,Kansas,Haskell County," 4,256 "," 4,064 ", 577.521 
20,083,Kansas,Hodgeman County," 1,916 "," 1,893 ", 859.992 
20,085,Kansas,Jackson County," 13,462 "," 13,338 ", 656.217 
20,087,Kansas,Jefferson County," 19,126 "," 18,930 ", 532.574 
20,089,Kansas,Jewell County," 3,077 "," 2,970 ", 909.781 
20,091,Kansas,Johnson County," 544,179 "," 580,159 ", 473.375 
20,093,Kansas,Kearny County," 3,977 "," 3,956 ", 870.543 
20,095,Kansas,Kingman County," 7,858 "," 7,687 ", 863.363 
20,097,Kansas,Kiowa County," 2,553 "," 2,564 ", 722.639 
20,099,Kansas,Labette County," 21,607 "," 20,803 ", 645.295 
20,101,Kansas,Lane County," 1,750 "," 1,670 ", 717.455 
20,103,Kansas,Leavenworth County," 76,227 "," 79,315 ", 462.831 
20,105,Kansas,Lincoln County," 3,241 "," 3,105 ", 719.396 
20,107,Kansas,Linn County," 9,656 "," 9,536 ", 594.059 
20,109,Kansas,Logan County," 2,756 "," 2,825 "," 1,072.994 "
20,111,Kansas,Lyon County," 33,690 "," 33,339 ", 847.474 
20,113,Kansas,McPherson County," 29,180 "," 28,941 ", 898.274 
20,115,Kansas,Marion County," 12,660 "," 12,103 ", 944.290 
20,117,Kansas,Marshall County," 10,117 "," 9,936 ", 900.183 
20,119,Kansas,Meade County," 4,575 "," 4,330 ", 978.088 
20,121,Kansas,Miami County," 32,787 "," 32,553 ", 575.661 
20,123,Kansas,Mitchell County," 6,373 "," 6,282 ", 701.792 
20,125,Kansas,Montgomery County," 35,471 "," 33,314 ", 643.527 
20,127,Kansas,Morris County," 5,923 "," 5,645 ", 695.279 
20,129,Kansas,Morton County," 3,233 "," 3,007 ", 729.731 
20,131,Kansas,Nemaha County," 10,178 "," 10,227 ", 717.427 
20,133,Kansas,Neosho County," 16,512 "," 16,346 ", 571.472 
20,135,Kansas,Ness County," 3,107 "," 3,005 "," 1,074.750 "
20,137,Kansas,Norton County," 5,671 "," 5,550 ", 878.134 
20,139,Kansas,Osage County," 16,295 "," 15,847 ", 705.518 
20,141,Kansas,Osborne County," 3,858 "," 3,683 ", 892.504 
20,143,Kansas,Ottawa County," 6,091 "," 5,975 ", 720.733 
20,145,Kansas,Pawnee County," 6,973 "," 6,838 ", 754.263 
20,147,Kansas,Phillips County," 5,642 "," 5,428 ", 885.877 
20,149,Kansas,Pottawatomie County," 21,604 "," 23,298 ", 841.022 
20,151,Kansas,Pratt County," 9,656 "," 9,691 ", 735.045 
20,153,Kansas,Rawlins County," 2,519 "," 2,506 "," 1,069.416 "
20,155,Kansas,Reno County," 64,511 "," 63,718 "," 1,255.346 "
20,157,Kansas,Republic County," 4,980 "," 4,725 ", 717.371 
20,159,Kansas,Rice County," 10,083 "," 9,977 ", 726.237 
20,161,Kansas,Riley County," 71,115 "," 75,247 ", 609.771 
20,163,Kansas,Rooks County," 5,181 "," 5,174 ", 890.533 
20,165,Kansas,Rush County," 3,307 "," 3,130 ", 717.763 
20,167,Kansas,Russell County," 6,970 "," 7,039 ", 886.260 
20,169,Kansas,Saline County," 55,606 "," 55,691 ", 720.225 
20,171,Kansas,Scott County," 4,936 "," 4,964 ", 717.544 
20,173,Kansas,Sedgwick County," 498,365 "," 511,574 ", 997.512 
20,175,Kansas,Seward County," 22,952 "," 23,152 ", 639.497 
20,177,Kansas,Shawnee County," 177,934 "," 178,725 ", 544.016 
20,179,Kansas,Sheridan County," 2,556 "," 2,512 ", 895.957 
20,181,Kansas,Sherman County," 6,010 "," 5,983 "," 1,056.066 "
20,183,Kansas,Smith County," 3,853 "," 3,704 ", 895.465 
20,185,Kansas,Stafford County," 4,437 "," 4,236 ", 792.046 
20,187,Kansas,Stanton County," 2,235 "," 2,072 ", 680.345 
20,189,Kansas,Stevens County," 5,724 "," 5,806 ", 727.293 
20,191,Kansas,Sumner County," 24,132 "," 23,535 "," 1,181.941 "
20,193,Kansas,Thomas County," 7,900 "," 7,904 "," 1,074.687 "
20,195,Kansas,Trego County," 3,001 "," 2,927 ", 889.478 
20,197,Kansas,Wabaunsee County," 7,053 "," 6,951 ", 794.302 
20,199,Kansas,Wallace County," 1,485 "," 1,518 ", 913.652 
20,201,Kansas,Washington County," 5,799 "," 5,598 ", 894.756 
20,203,Kansas,Wichita County," 2,234 "," 2,157 ", 718.568 
20,205,Kansas,Wilson County," 9,409 "," 8,856 ", 570.418 
20,207,Kansas,Woodson County," 3,309 "," 3,115 ", 497.820 
20,209,Kansas,Wyandotte County," 157,505 "," 163,369 ", 151.600 
21,001,Kentucky,Adair County," 18,656 "," 19,027 ", 405.283 
21,003,Kentucky,Allen County," 19,956 "," 20,640 ", 344.338 
21,005,Kentucky,Anderson County," 21,421 "," 21,979 ", 201.832 
21,007,Kentucky,Ballard County," 8,249 "," 8,212 ", 246.659 
21,009,Kentucky,Barren County," 42,173 "," 43,570 ", 487.541 
21,011,Kentucky,Bath County," 11,591 "," 12,228 ", 278.792 
21,013,Kentucky,Bell County," 28,691 "," 27,337 ", 359.000 
21,015,Kentucky,Boone County," 118,811 "," 127,712 ", 246.359 
21,017,Kentucky,Bourbon County," 19,985 "," 20,116 ", 289.719 
21,019,Kentucky,Boyd County," 49,542 "," 48,325 ", 159.864 
21,021,Kentucky,Boyle County," 28,432 "," 29,809 ", 180.169 
21,023,Kentucky,Bracken County," 8,488 "," 8,321 ", 205.612 
21,025,Kentucky,Breathitt County," 13,878 "," 13,484 ", 492.413 
21,027,Kentucky,Breckinridge County," 20,059 "," 20,018 ", 567.172 
21,029,Kentucky,Bullitt County," 74,319 "," 78,702 ", 297.024 
21,031,Kentucky,Butler County," 12,690 "," 12,938 ", 426.088 
21,033,Kentucky,Caldwell County," 12,984 "," 12,681 ", 344.791 
21,035,Kentucky,Calloway County," 37,191 "," 38,343 ", 385.021 
21,037,Kentucky,Campbell County," 90,336 "," 92,066 ", 151.308 
21,039,Kentucky,Carlisle County," 5,104 "," 4,874 ", 189.434 
21,041,Kentucky,Carroll County," 10,811 "," 10,699 ", 128.569 
21,043,Kentucky,Carter County," 27,720 "," 27,158 ", 409.496 
21,045,Kentucky,Casey County," 15,955 "," 15,808 ", 444.230 
21,047,Kentucky,Christian County," 73,955 "," 73,309 ", 717.503 
21,049,Kentucky,Clark County," 35,613 "," 35,757 ", 252.463 
21,051,Kentucky,Clay County," 21,730 "," 21,013 ", 469.247 
21,053,Kentucky,Clinton County," 10,272 "," 10,174 ", 197.246 
21,055,Kentucky,Crittenden County," 9,315 "," 9,183 ", 359.952 
21,057,Kentucky,Cumberland County," 6,856 "," 6,759 ", 305.182 
21,059,Kentucky,Daviess County," 96,656 "," 99,259 ", 458.346 
21,061,Kentucky,Edmonson County," 12,161 "," 12,007 ", 302.883 
21,063,Kentucky,Elliott County," 7,852 "," 7,648 ", 234.315 
21,065,Kentucky,Estill County," 14,672 "," 14,375 ", 253.078 
21,067,Kentucky,Fayette County," 295,803 "," 314,488 ", 283.649 
21,069,Kentucky,Fleming County," 14,348 "," 14,637 ", 348.542 
21,071,Kentucky,Floyd County," 39,451 "," 37,756 ", 393.345 
21,073,Kentucky,Franklin County," 49,285 "," 50,375 ", 207.747 
21,075,Kentucky,Fulton County," 6,813 "," 6,238 ", 205.504 
21,077,Kentucky,Gallatin County," 8,589 "," 8,636 ", 101.234 
21,079,Kentucky,Garrard County," 16,912 "," 17,237 ", 230.077 
21,081,Kentucky,Grant County," 24,662 "," 24,757 ", 257.965 
21,083,Kentucky,Graves County," 37,121 "," 37,421 ", 551.743 
21,085,Kentucky,Grayson County," 25,746 "," 26,221 ", 496.698 
21,087,Kentucky,Green County," 11,258 "," 11,010 ", 286.034 
21,089,Kentucky,Greenup County," 36,910 "," 36,068 ", 344.397 
21,091,Kentucky,Hancock County," 8,565 "," 8,692 ", 187.652 
21,093,Kentucky,Hardin County," 105,543 "," 106,439 ", 623.278 
21,095,Kentucky,Harlan County," 29,278 "," 27,703 ", 465.828 
21,097,Kentucky,Harrison County," 18,846 "," 18,763 ", 306.364 
21,099,Kentucky,Hart County," 18,199 "," 18,454 ", 412.086 
21,101,Kentucky,Henderson County," 46,250 "," 46,407 ", 436.669 
21,103,Kentucky,Henry County," 15,416 "," 15,620 ", 286.276 
21,105,Kentucky,Hickman County," 4,902 "," 4,612 ", 242.274 
21,107,Kentucky,Hopkins County," 46,920 "," 46,222 ", 541.995 
21,109,Kentucky,Jackson County," 13,494 "," 13,352 ", 345.201 
21,111,Kentucky,Jefferson County," 741,096 "," 763,623 ", 380.416 
21,113,Kentucky,Jessamine County," 48,586 "," 51,961 ", 172.116 
21,115,Kentucky,Johnson County," 23,356 "," 23,175 ", 261.953 
21,117,Kentucky,Kenton County," 159,720 "," 165,012 ", 160.250 
21,119,Kentucky,Knott County," 16,346 "," 15,693 ", 351.518 
21,121,Kentucky,Knox County," 31,883 "," 31,730 ", 386.297 
21,123,Kentucky,Larue County," 14,193 "," 14,241 ", 261.519 
21,125,Kentucky,Laurel County," 58,849 "," 60,094 ", 433.953 
21,127,Kentucky,Lawrence County," 15,860 "," 15,745 ", 415.595 
21,129,Kentucky,Lee County," 7,887 "," 6,752 ", 208.857 
21,131,Kentucky,Leslie County," 11,310 "," 10,711 ", 400.844 
21,133,Kentucky,Letcher County," 24,519 "," 23,123 ", 337.914 
21,135,Kentucky,Lewis County," 13,870 "," 13,682 ", 482.836 
21,137,Kentucky,Lincoln County," 24,742 "," 24,463 ", 334.095 
21,139,Kentucky,Livingston County," 9,519 "," 9,316 ", 313.127 
21,141,Kentucky,Logan County," 26,835 "," 26,910 ", 552.131 
21,143,Kentucky,Lyon County," 8,314 "," 8,306 ", 213.840 
21,145,Kentucky,McCracken County," 65,565 "," 65,018 ", 248.744 
21,147,Kentucky,McCreary County," 18,306 "," 17,878 ", 426.803 
21,149,Kentucky,McLean County," 9,531 "," 9,512 ", 252.474 
21,151,Kentucky,Madison County," 82,916 "," 87,824 ", 437.293 
21,153,Kentucky,Magoffin County," 13,333 "," 12,808 ", 308.444 
21,155,Kentucky,Marion County," 19,820 "," 19,365 ", 343.008 
21,157,Kentucky,Marshall County," 31,448 "," 31,101 ", 301.253 
21,159,Kentucky,Martin County," 12,929 "," 12,307 ", 229.605 
21,161,Kentucky,Mason County," 17,490 "," 17,099 ", 240.128 
21,163,Kentucky,Meade County," 28,602 "," 27,924 ", 305.423 
21,165,Kentucky,Menifee County," 6,306 "," 6,358 ", 203.585 
21,167,Kentucky,Mercer County," 21,331 "," 21,407 ", 248.797 
21,169,Kentucky,Metcalfe County," 10,099 "," 9,909 ", 289.645 
21,171,Kentucky,Monroe County," 10,963 "," 10,667 ", 329.373 
21,173,Kentucky,Montgomery County," 26,499 "," 27,608 ", 197.366 
21,175,Kentucky,Morgan County," 13,923 "," 13,275 ", 381.127 
21,177,Kentucky,Muhlenberg County," 31,499 "," 31,183 ", 467.079 
21,179,Kentucky,Nelson County," 43,437 "," 45,126 ", 417.512 
21,181,Kentucky,Nicholas County," 7,135 "," 7,131 ", 195.171 
21,183,Kentucky,Ohio County," 23,842 "," 24,216 ", 587.274 
21,185,Kentucky,Oldham County," 60,316 "," 64,875 ", 187.218 
21,187,Kentucky,Owen County," 10,841 "," 10,730 ", 351.103 
21,189,Kentucky,Owsley County," 4,755 "," 4,461 ", 197.407 
21,191,Kentucky,Pendleton County," 14,877 "," 14,408 ", 277.157 
21,193,Kentucky,Perry County," 28,712 "," 27,565 ", 339.670 
21,195,Kentucky,Pike County," 65,024 "," 61,792 ", 786.833 
21,197,Kentucky,Powell County," 12,613 "," 12,269 ", 178.979 
21,199,Kentucky,Pulaski County," 63,063 "," 63,782 ", 658.408 
21,201,Kentucky,Robertson County," 2,282 "," 2,138 ", 99.911 
21,203,Kentucky,Rockcastle County," 17,056 "," 16,942 ", 316.545 
21,205,Kentucky,Rowan County," 23,333 "," 23,892 ", 279.795 
21,207,Kentucky,Russell County," 17,565 "," 17,662 ", 253.657 
21,209,Kentucky,Scott County," 47,173 "," 52,420 ", 281.766 
21,211,Kentucky,Shelby County," 42,074 "," 45,632 ", 379.636 
21,213,Kentucky,Simpson County," 17,327 "," 18,006 ", 234.204 
21,215,Kentucky,Spencer County," 17,061 "," 17,894 ", 186.677 
21,217,Kentucky,Taylor County," 24,512 "," 25,420 ", 266.327 
21,219,Kentucky,Todd County," 12,460 "," 12,531 ", 374.496 
21,221,Kentucky,Trigg County," 14,339 "," 14,233 ", 441.433 
21,223,Kentucky,Trimble County," 8,809 "," 8,769 ", 151.648 
21,225,Kentucky,Union County," 15,007 "," 15,050 ", 342.849 
21,227,Kentucky,Warren County," 113,792 "," 122,851 ", 541.600 
21,229,Kentucky,Washington County," 11,717 "," 12,063 ", 297.266 
21,231,Kentucky,Wayne County," 20,813 "," 20,464 ", 458.170 
21,233,Kentucky,Webster County," 13,621 "," 13,170 ", 331.943 
21,235,Kentucky,Whitley County," 35,637 "," 36,129 ", 437.830 
21,237,Kentucky,Wolfe County," 7,355 "," 7,259 ", 222.171 
21,239,Kentucky,Woodford County," 24,939 "," 25,793 ", 188.784 
22,001,Louisiana,Acadia Parish," 61,773 "," 62,577 ", 655.119 
22,003,Louisiana,Allen Parish," 25,764 "," 25,683 ", 761.847 
22,005,Louisiana,Ascension Parish," 107,215 "," 119,455 ", 289.981 
22,007,Louisiana,Assumption Parish," 23,421 "," 22,842 ", 338.658 
22,009,Louisiana,Avoyelles Parish," 42,073 "," 41,103 ", 832.434 
22,011,Louisiana,Beauregard Parish," 35,654 "," 36,462 "," 1,157.342 "
22,013,Louisiana,Bienville Parish," 14,353 "," 13,786 ", 811.268 
22,015,Louisiana,Bossier Parish," 116,979 "," 125,175 ", 840.057 
22,017,Louisiana,Caddo Parish," 254,969 "," 251,460 ", 878.539 
22,019,Louisiana,Calcasieu Parish," 192,768 "," 198,788 "," 1,063.659 "
22,021,Louisiana,Caldwell Parish," 10,132 "," 9,993 ", 529.425 
22,023,Louisiana,Cameron Parish," 6,839 "," 6,817 "," 1,284.887 "
22,025,Louisiana,Catahoula Parish," 10,407 "," 10,147 ", 708.030 
22,027,Louisiana,Claiborne Parish," 17,195 "," 16,295 ", 754.878 
22,029,Louisiana,Concordia Parish," 20,822 "," 20,142 ", 696.920 
22,031,Louisiana,De Soto Parish," 26,656 "," 27,052 ", 875.579 
22,033,Louisiana,East Baton Rouge Parish," 440,171 "," 446,753 ", 455.374 
22,035,Louisiana,East Carroll Parish," 7,759 "," 7,307 ", 420.704 
22,037,Louisiana,East Feliciana Parish," 20,267 "," 19,696 ", 453.410 
22,039,Louisiana,Evangeline Parish," 33,984 "," 33,743 ", 662.378 
22,041,Louisiana,Franklin Parish," 20,767 "," 20,410 ", 624.585 
22,043,Louisiana,Grant Parish," 22,309 "," 22,343 ", 643.026 
22,045,Louisiana,Iberia Parish," 73,240 "," 74,103 ", 574.111 
22,047,Louisiana,Iberville Parish," 33,387 "," 33,095 ", 618.627 
22,049,Louisiana,Jackson Parish," 16,274 "," 15,858 ", 569.183 
22,051,Louisiana,Jefferson Parish," 432,552 "," 436,275 ", 295.632 
22,053,Louisiana,Jefferson Davis Parish," 31,594 "," 31,439 ", 651.328 
22,055,Louisiana,Lafayette Parish," 221,578 "," 240,098 ", 268.720 
22,057,Louisiana,Lafourche Parish," 96,318 "," 98,325 "," 1,068.214 "
22,059,Louisiana,La Salle Parish," 14,890 "," 14,974 ", 624.684 
22,061,Louisiana,Lincoln Parish," 46,735 "," 47,774 ", 471.742 
22,063,Louisiana,Livingston Parish," 128,026 "," 137,788 ", 648.169 
22,065,Louisiana,Madison Parish," 12,093 "," 11,514 ", 624.437 
22,067,Louisiana,Morehouse Parish," 27,979 "," 26,395 ", 794.934 
22,069,Louisiana,Natchitoches Parish," 39,566 "," 39,179 "," 1,252.250 "
22,071,Louisiana,Orleans Parish," 343,829 "," 389,617 ", 169.423 
22,073,Louisiana,Ouachita Parish," 153,720 "," 156,761 ", 610.406 
22,075,Louisiana,Plaquemines Parish," 23,042 "," 23,495 ", 779.911 
22,077,Louisiana,Pointe Coupee Parish," 22,802 "," 22,251 ", 557.346 
22,079,Louisiana,Rapides Parish," 131,613 "," 132,141 "," 1,317.962 "
22,081,Louisiana,Red River Parish," 9,091 "," 8,593 ", 389.090 
22,083,Louisiana,Richland Parish," 20,725 "," 20,523 ", 559.043 
22,085,Louisiana,Sabine Parish," 24,233 "," 24,186 ", 866.659 
22,087,Louisiana,St. Bernard Parish," 35,897 "," 45,408 ", 377.517 
22,089,Louisiana,St. Charles Parish," 52,780 "," 52,812 ", 279.083 
22,091,Louisiana,St. Helena Parish," 11,203 "," 10,567 ", 408.403 
22,093,Louisiana,St. James Parish," 22,102 "," 21,567 ", 241.537 
22,095,Louisiana,St. John the Baptist Parish," 45,924 "," 43,626 ", 213.071 
22,097,Louisiana,St. Landry Parish," 83,384 "," 83,848 ", 923.879 
22,099,Louisiana,St. Martin Parish," 52,160 "," 53,835 ", 737.648 
22,101,Louisiana,St. Mary Parish," 54,650 "," 52,810 ", 555.379 
22,103,Louisiana,St. Tammany Parish," 233,740 "," 250,088 ", 845.551 
22,105,Louisiana,Tangipahoa Parish," 121,097 "," 128,755 ", 791.275 
22,107,Louisiana,Tensas Parish," 5,252 "," 4,740 ", 602.784 
22,109,Louisiana,Terrebonne Parish," 111,860 "," 113,972 "," 1,231.815 "
22,111,Louisiana,Union Parish," 22,721 "," 22,477 ", 876.988 
22,113,Louisiana,Vermilion Parish," 57,999 "," 59,875 "," 1,173.199 "
22,115,Louisiana,Vernon Parish," 52,334 "," 50,803 "," 1,327.910 "
22,117,Louisiana,Washington Parish," 47,168 "," 46,371 ", 669.525 
22,119,Louisiana,Webster Parish," 41,207 "," 40,021 ", 593.030 
22,121,Louisiana,West Baton Rouge Parish," 23,788 "," 25,490 ", 192.394 
